,package,version,update_date,depends,makedepends,checkdepends,opt_depends
1115,fabla,1.3.2,2018-04-05T19:30:23.659Z,libsndfile ntk,cairomm cmake lv2 mesa,,
1116,fabric,1.14,2017-08-29T01:37:10.379Z,python2 python2-paramiko python2-setuptools,,,
1117,facile,1.1.3,2018-01-24T19:43:45.200Z,,ocaml-compiler-libs,,
1118,facter,3.11.0,2018-04-06T13:32:38.584Z,boost-libs curl ruby yaml-cpp,boost cmake cpp-hocon java-environment=9 leatherman,,java-environment: jruby support
1119,faenza-icon-theme,1.3.1,2015-07-11T20:00:41.012Z,,,,
1120,faience-icon-theme,0.5.1,2014-07-02T09:42:09.029Z,faenza-icon-theme,,,
1121,fail2ban,0.10.3.1,2018-04-25T06:14:37.606Z,iptables python-pyinotify python-systemd sqlite whois,python-setuptools,python-coverage,
1122,fakechroot,2.19,2016-12-24T08:39:14.213Z,,,,
1123,fakeroot,1.22,2017-09-09T08:56:16.012Z,filesystem glibc sed sh util-linux,po4a,sharutils,
1124,falkon,3.0.0,2018-04-24T08:07:49.197Z,qt5-svg qt5-webengine qt5-x11extras,extra-cmake-modules kwallet libgnome-keyring qt5-tools,,kwallet: kf5 kwallet integration libgnome-keyring: gnome keyring integration
1125,farstream,0.2.8,2016-04-11T20:55:57.705Z,gst-plugins-base-libs libnice,gobject-introspection python2,,gst-plugins-bad gst-plugins-good
1126,fasd,1.0.1,2016-12-22T08:06:45.424Z,,,,
1127,fastd,18,2018-01-08T21:27:00.091Z,gcc-libs json-c libcap libsodium libuecc>=6 openssl,cmake,,
1128,fastjar,0.98,2016-04-28T11:52:20.897Z,texinfo zlib,,,
1129,fatsort,1.3.365,2014-04-09T19:32:00.381Z,glibc,help2man,,
1130,faust,2.5.23,2018-03-22T22:08:56.659Z,libmicrohttpd libsndfile llvm-libs,llvm xxd,,clang: needed for sound2reader java-environment=8: needed for faust2android python2: needed for faust2md and faust2atomsnippets ruby: needed for faust2sc and scbuilder
1131,fb-client,2.0.3,2016-09-24T16:13:13.196Z,python python-pycurl python-xdg,,,xclip: for automatically copying the URL into the clipboard
1132,fbida,2.14,2018-01-17T09:19:02.937Z,curl fontconfig giflib libepoxy libexif libpng libtiff libwebp libxpm mesa openmotif poppler-glib,imagemagick libxpm,,ghostscript: to use fbgs
1133,fbreader,0.99.4,2015-12-10T04:54:09.688Z,bzip2 curl fribidi libunibreak qt4 sqlite,ccache,,
1134,fbset,2.1,2015-01-24T10:16:26.466Z,glibc,,,
1135,fceux,2.2.3,2016-07-30T13:18:49.766Z,gd gtk2 sdl,glu mesa-libgl scons,,
1136,fcgi,2.4.0,2018-04-24T08:07:47.934Z,gcc-libs,,,
1137,fcgiwrap,1.1.0,2016-02-12T01:33:00.730Z,fcgi systemd,,,
1138,fcitx,4.2.9.6,2018-02-14T06:59:30.408Z,dbus desktop-file-utils gtk-update-icon-cache hicolor-icon-theme icu libxfixes libxinerama libxkbcommon libxkbfile pango shared-mime-info,doxygen enchant extra-cmake-modules gobject-introspection gtk2 gtk3 icu iso-codes libxkbfile mesa opencc python2 qt4,,enchant: for word predication support gettext: for fcitx-po-parser opencc: optional engine to do chinese convert
1139,fcitx-anthy,0.2.3,2017-09-15T06:05:36.304Z,anthy fcitx,cmake intltool,,
1140,fcitx-chewing,0.2.3,2018-01-08T07:22:46.755Z,fcitx libchewing,cmake,,
1141,fcitx-cloudpinyin,0.3.6,2018-01-08T17:37:17.985Z,curl fcitx,cmake,,
1142,fcitx-configtool,0.4.10,2018-01-08T17:29:41.968Z,fcitx>=4.2.7 gtk3 iso-codes,cmake,,fcitx-qt4: for some configuration windows fcitx-qt5: for some other configuration windows
1143,fcitx-googlepinyin,0.1.6,2016-04-27T17:02:43.383Z,fcitx libgooglepinyin,cmake intltool,,
1144,fcitx-gtk2,4.2.9.6,2018-02-14T06:59:30.324Z,fcitx>=4.2.9.6 gtk2,doxygen enchant extra-cmake-modules gobject-introspection gtk2 gtk3 icu iso-codes libxkbfile mesa opencc python2 qt4,,
1145,fcitx-gtk3,4.2.9.6,2018-02-14T06:59:30.499Z,fcitx>=4.2.9.6 gtk3,doxygen enchant extra-cmake-modules gobject-introspection gtk2 gtk3 icu iso-codes libxkbfile mesa opencc python2 qt4,,
1146,fcitx-hangul,0.3.1,2018-01-08T17:24:54.334Z,fcitx libhangul,cmake intltool,,
1147,fcitx-kkc,0.1.4,2017-11-16T23:31:52.798Z,fcitx fcitx-qt5 libkkc libkkc-data skk-jisyo,cmake,,
1148,fcitx-libpinyin,0.5.3,2018-01-08T07:06:21.015Z,fcitx fcitx-qt5 libpinyin qt5-webengine,cmake,,
1149,fcitx-m17n,0.2.4,2017-09-15T07:24:26.763Z,fcitx m17n-lib,cmake,,
1150,fcitx-mozc,2.20.2673.102,2017-04-27T14:25:33.390Z,fcitx qt5-base zinnia,clang curl git gtk2 mesa ninja pkg-config python2 subversion,,
1151,fcitx-qt4,4.2.9.6,2018-02-14T06:59:30.372Z,fcitx>=4.2.9.6 qt4,doxygen enchant extra-cmake-modules gobject-introspection gtk2 gtk3 icu iso-codes libxkbfile mesa opencc python2 qt4,,
1152,fcitx-qt5,1.2.2,2018-02-16T07:31:17.297Z,fcitx libxkbcommon qt5-base,extra-cmake-modules,,
1153,fcitx-rime,0.3.2,2018-01-09T00:40:17.616Z,brise fcitx librime,cmake,,
1154,fcitx-sayura,0.1.2,2017-09-15T07:08:42.545Z,fcitx,cmake intltool,,
1155,fcitx-skk,0.1.4,2017-11-16T23:31:53.011Z,fcitx-qt5 libskk,cmake,,
1156,fcitx-sunpinyin,0.4.2,2017-09-15T06:15:38.316Z,fcitx gtk-update-icon-cache sunpinyin sunpinyin-data,cmake,,
1157,fcitx-table-extra,0.3.8,2017-09-15T07:33:34.128Z,fcitx,cmake intltool,,
1158,fcitx-table-other,0.2.4,2017-09-15T07:33:34.164Z,fcitx,cmake intltool,,
1159,fcitx-ui-light,0.1.3,2014-07-01T06:54:05.154Z,fcitx>=4.1.0 libxpm,cmake intltool,,
1160,fcitx-unikey,0.2.7,2018-01-08T17:24:54.304Z,fcitx,cmake fcitx-qt5,,fcitx-qt5: To run the fcitx unikey macro editor
1161,fcrackzip,1.0,2013-09-29T15:23:57.448Z,glibc,,,
1162,fcron,3.2.1,2018-01-08T20:43:41.339Z,pam run-parts,fcron smtp-forwarder vim,,smtp-forwarder: to send mails from cron jobs vim: default editor for fcrontab
1163,fd,7.0.0,2018-03-26T09:43:32.124Z,,rust,,
1164,fdkaac,0.6.3,2016-10-12T15:50:02.017Z,libfdk-aac.so=1-64,,,
1165,fdm,1.9,2017-04-24T12:25:48.359Z,openssl tdb zlib,,,
1166,fdupes,1.6.1,2016-08-24T15:44:16.040Z,glibc,git,,
1167,feedreader,2.0.2+559+g78d7ced8,2018-04-24T14:15:28.672Z,curl gnome-online-accounts libgee libpeas,cmake git gobject-introspection vala,,
1168,feh,2.26,2018-04-20T15:30:15.589Z,curl imlib2 libexif libxinerama,libxt,,imagemagick: support more file formats
1169,ferm,2.4.1,2017-08-11T23:31:56.466Z,iptables perl,,,arptables ebtables ipset
1170,festival,2.4,2015-12-10T05:43:14.419Z,alsa-lib perl,,,
1171,festival-english,2.4,2015-04-12T00:52:09.433Z,festival,,,
1172,festival-us,2.4,2015-04-12T00:52:11.351Z,festival,,,
1173,fetchmail,6.3.26,2017-04-24T12:10:12.036Z,openssl,python2,,python2: for using fetchmailconf tk: for using fetchmailconf
1174,ffcall,1.13,2017-07-12T18:25:24.075Z,,,,
1175,fflas-ffpack,2.3.2,2017-12-21T16:54:42.322Z,cblas givaro lapack,,,
1176,ffmpeg,3.4.2,2018-03-09T16:02:25.439Z,alsa-lib bzip2 fontconfig fribidi glibc gmp gnutls gsm jack lame libass.so=9-64 libavc1394 libbluray.so=2-64 libfreetype.so=6-64 libiec61883 libmodplug libomxil-bellagio libpulse libraw1394 libsoxr libssh libtheora libva-drm.so=2-64 libva.so=2-64 libva-x11.so=2-64 libvdpau libvidstab.so=1.1-64 libvorbisenc.so=2-64 libvorbis.so=0-64 libvpx.so=5-64 libwebp libx11 libx264.so=152-64 libx265.so=151-64 libxcb libxml2 libxvidcore.so=4-64 opencore-amr openjpeg2 opus sdl2 speex v4l-utils xz zlib,ladspa libvdpau yasm,,ladspa: LADSPA filters
1177,ffmpeg2.8,2.8.14,2018-03-26T20:08:46.735Z,alsa-lib bzip2 fontconfig fribidi glibc gmp gnutls gsm jack lame libass.so=9-64 libbluray.so=2-64 libdcadec.so=0-64 libfreetype.so=6-64 libmodplug libpulse libsoxr libssh libtheora libva.so=2-64 libvdpau libvidstab.so=1.1-64 libvorbisenc.so=2-64 libvorbis.so=0-64 libvpx.so=5-64 libwebp libx11 libx264.so=152-64 libx265.so=151-64 libxcb libxext libxv libxvidcore.so=4-64 opencore-amr openjpeg opus schroedinger sdl speex v4l-utils xz zlib,ladspa yasm,,ladspa: LADSPA filters
1178,ffmpeg2theora,0.30,2016-02-27T14:27:46.205Z,ffmpeg libkate,git scons,,
1179,ffmpegthumbnailer,2.2.0,2017-01-22T17:40:14.331Z,ffmpeg libjpeg libpng,cmake,,gvfs: support for gio uris
1180,ffmpegthumbs,18.04.0,2018-04-21T13:54:43.711Z,ffmpeg kio,extra-cmake-modules,,
1181,ffms2,2.23.1,2017-03-26T22:54:40.574Z,ffmpeg,git,,
1182,fftw,3.3.7,2017-10-31T21:58:29.492Z,bash gcc-libs,gcc-fortran,,
1183,fig2dev,3.2.7,2018-04-15T14:38:24.291Z,bc ghostscript libpng libxpm netpbm,,,
1184,figlet,2.2.5,2014-07-03T01:53:27.675Z,glibc sh,,,
1185,file,5.33,2018-05-03T09:34:07.831Z,glibc zlib,,,
1186,filebeat,6.2.4,2018-04-19T11:58:38.999Z,glibc,git go-pie libpcap python rsync,,elasticsearch: for standalone installation python: for migration script
1187,filelight,18.04.0,2018-04-21T13:54:40.656Z,hicolor-icon-theme kio,extra-cmake-modules kdoctools,,
1188,filemanager-actions,3.4,2017-10-06T12:02:13.576Z,gtk3 libgtop,caja gnome-doc-utils intltool libnautilus-extension nemo,,caja: supported file manager nautilus: supported file manager nemo: supported file manager
1189,file-roller,3.28.0,2018-03-24T22:50:40.037Z,dconf file gtk3 json-glib libarchive libnotify unzip zip,docbook-xsl git gnome-common intltool itstool libnautilus-extension meson,,"lrzip: lrzip archive support p7zip: 7z, arj, exe and encrypted zip files support unace: ACE archive support unrar: better RAR archive support"
1190,filesystem,2018.1,2018-03-11T18:05:20.328Z,iana-etc,,,
1191,filezilla,3.32.0,2018-04-04T15:59:34.976Z,dbus gnutls hicolor-icon-theme libfilezilla libidn sqlite wxgtk3 xdg-utils,,,
1192,fillets-ng,1.0.1,2016-04-29T11:48:55.088Z,desktop-file-utils fillets-ng-data fribidi gcc-libs libx11 lua51 sdl_image sdl_mixer sdl_ttf,gendesk,,
1193,fillets-ng-data,1.0.1,2013-05-18T13:17:03.042Z,,,,
1194,fil-plugins,0.3.0,2017-12-26T20:32:10.383Z,ladspa,,,
1195,finch,2.13.0,2018-04-24T08:07:49.866Z,libpurple libx11 python,avahi ca-certificates farstream gtkspell hicolor-icon-theme intltool libgadu libidn libnsl libsasl libsm libxss networkmanager nss python startup-notification tk,,
1196,findmyhash,1.1.2,2014-11-24T07:21:34.672Z,python2-httplib2,,,
1197,findnewest,0.3,2016-02-09T19:34:43.176Z,glibc,,,
1198,findutils,4.6.0,2016-08-02T07:25:03.762Z,glibc sh,,,
1199,fingerterm,1.3.6,2017-06-21T16:40:24.642Z,qt5-feedback,nemo-qml-plugin-notifications,,
1200,fio,3.6,2018-04-23T16:59:47.914Z,bash ceph glusterfs libaio numactl python2,gtk2,,gnuplot: generating plots using fio_generate_plots gtk2: for gfio - fio GUI frontend
1201,firefox,59.0.2,2018-03-29T22:13:54.669Z,dbus-glib ffmpeg gtk3 hunspell icu libpulse libvpx libxt mime-types mozilla-common nss sqlite startup-notification ttf-font,autoconf2.13 clang diffutils gconf gtk2 imake inetutils jack llvm mercurial mesa python2 rust unzip xorg-server-xvfb yasm zip,,libnotify: Notification integration networkmanager: Location detection via available WiFi networks pulseaudio: Audio support speech-dispatcher: Text-to-Speech
1202,firefox-adblock-plus,3.0.4,2018-04-22T05:28:53.285Z,firefox,unzip,,
1203,firefox-developer-edition,61.0b2,2018-05-04T17:43:41.300Z,dbus-glib ffmpeg gtk3 hunspell libpulse libxt mime-types mozilla-common nss sqlite startup-notification ttf-font,autoconf2.13 clang diffutils gconf gtk2 imake inetutils jack llvm mercurial mesa python2 python3 rust unzip xorg-server-xvfb yasm zip,,libnotify: Notification integration networkmanager: Location detection via available WiFi networks pulseaudio: Audio support speech-dispatcher: Text-to-Speech
1204,firefox-developer-edition-i18n-ach,61.0b2,2018-05-04T17:49:19.937Z,firefox-developer-edition>=61.0b2,,,
1205,firefox-developer-edition-i18n-af,61.0b2,2018-05-04T17:49:20.827Z,firefox-developer-edition>=61.0b2,,,
1206,firefox-developer-edition-i18n-an,61.0b2,2018-05-04T17:49:19.824Z,firefox-developer-edition>=61.0b2,,,
1207,firefox-developer-edition-i18n-ar,61.0b2,2018-05-04T17:49:21.308Z,firefox-developer-edition>=61.0b2,,,
1208,firefox-developer-edition-i18n-as,61.0b2,2018-05-04T17:49:20.070Z,firefox-developer-edition>=61.0b2,,,
1209,firefox-developer-edition-i18n-ast,61.0b2,2018-05-04T17:49:20.917Z,firefox-developer-edition>=61.0b2,,,
1210,firefox-developer-edition-i18n-az,61.0b2,2018-05-04T17:49:20.417Z,firefox-developer-edition>=61.0b2,,,
1211,firefox-developer-edition-i18n-be,61.0b2,2018-05-04T17:49:20.537Z,firefox-developer-edition>=61.0b2,,,
1212,firefox-developer-edition-i18n-bg,61.0b2,2018-05-04T17:49:19.801Z,firefox-developer-edition>=61.0b2,,,
1213,firefox-developer-edition-i18n-bn-bd,61.0b2,2018-05-04T17:49:21.135Z,firefox-developer-edition>=61.0b2,,,
1214,firefox-developer-edition-i18n-bn-in,61.0b2,2018-05-04T17:49:20.350Z,firefox-developer-edition>=61.0b2,,,
1215,firefox-developer-edition-i18n-br,61.0b2,2018-05-04T17:49:20.974Z,firefox-developer-edition>=61.0b2,,,
1216,firefox-developer-edition-i18n-bs,61.0b2,2018-05-04T17:49:20.327Z,firefox-developer-edition>=61.0b2,,,
1217,firefox-developer-edition-i18n-ca,61.0b2,2018-05-04T17:49:21.467Z,firefox-developer-edition>=61.0b2,,,
1218,firefox-developer-edition-i18n-cak,61.0b2,2018-05-04T17:49:21.253Z,firefox-developer-edition>=61.0b2,,,
1219,firefox-developer-edition-i18n-cs,61.0b2,2018-05-04T17:49:20.875Z,firefox-developer-edition>=61.0b2,,,
1220,firefox-developer-edition-i18n-cy,61.0b2,2018-05-04T17:49:21.424Z,firefox-developer-edition>=61.0b2,,,
1221,firefox-developer-edition-i18n-da,61.0b2,2018-05-04T17:49:21.096Z,firefox-developer-edition>=61.0b2,,,
1222,firefox-developer-edition-i18n-de,61.0b2,2018-05-04T17:49:21.078Z,firefox-developer-edition>=61.0b2,,,
1223,firefox-developer-edition-i18n-dsb,61.0b2,2018-05-04T17:49:20.093Z,firefox-developer-edition>=61.0b2,,,
1224,firefox-developer-edition-i18n-el,61.0b2,2018-05-04T17:49:21.337Z,firefox-developer-edition>=61.0b2,,,
1225,firefox-developer-edition-i18n-en-gb,61.0b2,2018-05-04T17:49:20.730Z,firefox-developer-edition>=61.0b2,,,
1226,firefox-developer-edition-i18n-en-us,61.0b2,2018-05-04T17:49:19.987Z,firefox-developer-edition>=61.0b2,,,
1227,firefox-developer-edition-i18n-en-za,61.0b2,2018-05-04T17:49:20.663Z,firefox-developer-edition>=61.0b2,,,
1228,firefox-developer-edition-i18n-eo,61.0b2,2018-05-04T17:49:21.295Z,firefox-developer-edition>=61.0b2,,,
1229,firefox-developer-edition-i18n-es-ar,61.0b2,2018-05-04T17:49:21.496Z,firefox-developer-edition>=61.0b2,,,
1230,firefox-developer-edition-i18n-es-cl,61.0b2,2018-05-04T17:49:20.994Z,firefox-developer-edition>=61.0b2,,,
1231,firefox-developer-edition-i18n-es-es,61.0b2,2018-05-04T17:49:21.437Z,firefox-developer-edition>=61.0b2,,,
1232,firefox-developer-edition-i18n-es-mx,61.0b2,2018-05-04T17:49:21.613Z,firefox-developer-edition>=61.0b2,,,
1233,firefox-developer-edition-i18n-et,61.0b2,2018-05-04T17:49:20.446Z,firefox-developer-edition>=61.0b2,,,
1234,firefox-developer-edition-i18n-eu,61.0b2,2018-05-04T17:49:20.004Z,firefox-developer-edition>=61.0b2,,,
1235,firefox-developer-edition-i18n-fa,61.0b2,2018-05-04T17:49:21.324Z,firefox-developer-edition>=61.0b2,,,
1236,firefox-developer-edition-i18n-ff,61.0b2,2018-05-04T17:49:21.153Z,firefox-developer-edition>=61.0b2,,,
1237,firefox-developer-edition-i18n-fi,61.0b2,2018-05-04T17:49:21.394Z,firefox-developer-edition>=61.0b2,,,
1238,firefox-developer-edition-i18n-fr,61.0b2,2018-05-04T17:49:21.631Z,firefox-developer-edition>=61.0b2,,,
1239,firefox-developer-edition-i18n-fy-nl,61.0b2,2018-05-04T17:49:20.214Z,firefox-developer-edition>=61.0b2,,,
1240,firefox-developer-edition-i18n-ga-ie,61.0b2,2018-05-04T17:49:20.935Z,firefox-developer-edition>=61.0b2,,,
1241,firefox-developer-edition-i18n-gd,61.0b2,2018-05-04T17:49:20.287Z,firefox-developer-edition>=61.0b2,,,
1242,firefox-developer-edition-i18n-gl,61.0b2,2018-05-04T17:49:21.207Z,firefox-developer-edition>=61.0b2,,,
1243,firefox-developer-edition-i18n-gn,61.0b2,2018-05-04T17:49:20.396Z,firefox-developer-edition>=61.0b2,,,
1244,firefox-developer-edition-i18n-gu-in,61.0b2,2018-05-04T17:49:20.576Z,firefox-developer-edition>=61.0b2,,,
1245,firefox-developer-edition-i18n-he,61.0b2,2018-05-04T17:49:20.709Z,firefox-developer-edition>=61.0b2,,,
1246,firefox-developer-edition-i18n-hi-in,61.0b2,2018-05-04T17:49:21.527Z,firefox-developer-edition>=61.0b2,,,
1247,firefox-developer-edition-i18n-hr,61.0b2,2018-05-04T17:49:21.028Z,firefox-developer-edition>=61.0b2,,,
1248,firefox-developer-edition-i18n-hsb,61.0b2,2018-05-04T17:49:19.875Z,firefox-developer-edition>=61.0b2,,,
1249,firefox-developer-edition-i18n-hu,61.0b2,2018-05-04T17:49:20.118Z,firefox-developer-edition>=61.0b2,,,
1250,firefox-developer-edition-i18n-hy-am,61.0b2,2018-05-04T17:49:20.167Z,firefox-developer-edition>=61.0b2,,,
1251,firefox-developer-edition-i18n-ia,61.0b2,2018-05-04T17:49:21.559Z,firefox-developer-edition>=61.0b2,,,
1252,firefox-developer-edition-i18n-id,61.0b2,2018-05-04T17:49:21.189Z,firefox-developer-edition>=61.0b2,,,
1253,firefox-developer-edition-i18n-is,61.0b2,2018-05-04T17:49:20.433Z,firefox-developer-edition>=61.0b2,,,
1254,firefox-developer-edition-i18n-it,61.0b2,2018-05-04T17:49:19.711Z,firefox-developer-edition>=61.0b2,,,
1255,firefox-developer-edition-i18n-ja,61.0b2,2018-05-04T17:49:21.512Z,firefox-developer-edition>=61.0b2,,,
1256,firefox-developer-edition-i18n-ka,61.0b2,2018-05-04T17:49:21.575Z,firefox-developer-edition>=61.0b2,,,
1257,firefox-developer-edition-i18n-kab,61.0b2,2018-05-04T17:49:20.954Z,firefox-developer-edition>=61.0b2,,,
1258,firefox-developer-edition-i18n-kk,61.0b2,2018-05-04T17:49:21.380Z,firefox-developer-edition>=61.0b2,,,
1259,firefox-developer-edition-i18n-km,61.0b2,2018-05-04T17:49:21.116Z,firefox-developer-edition>=61.0b2,,,
1260,firefox-developer-edition-i18n-kn,61.0b2,2018-05-04T17:49:21.044Z,firefox-developer-edition>=61.0b2,,,
1261,firefox-developer-edition-i18n-ko,61.0b2,2018-05-04T17:49:21.350Z,firefox-developer-edition>=61.0b2,,,
1262,firefox-developer-edition-i18n-lij,61.0b2,2018-05-04T17:49:19.954Z,firefox-developer-edition>=61.0b2,,,
1263,firefox-developer-edition-i18n-lt,61.0b2,2018-05-04T17:49:20.685Z,firefox-developer-edition>=61.0b2,,,
1264,firefox-developer-edition-i18n-lv,61.0b2,2018-05-04T17:49:21.011Z,firefox-developer-edition>=61.0b2,,,
1265,firefox-developer-edition-i18n-mai,61.0b2,2018-05-04T17:49:21.226Z,firefox-developer-edition>=61.0b2,,,
1266,firefox-developer-edition-i18n-mk,61.0b2,2018-05-04T17:49:20.897Z,firefox-developer-edition>=61.0b2,,,
1267,firefox-developer-edition-i18n-ml,61.0b2,2018-05-04T17:49:20.237Z,firefox-developer-edition>=61.0b2,,,
1268,firefox-developer-edition-i18n-mr,61.0b2,2018-05-04T17:49:20.270Z,firefox-developer-edition>=61.0b2,,,
1269,firefox-developer-edition-i18n-ms,61.0b2,2018-05-04T17:49:21.365Z,firefox-developer-edition>=61.0b2,,,
1270,firefox-developer-edition-i18n-my,61.0b2,2018-05-04T17:49:20.802Z,firefox-developer-edition>=61.0b2,,,
1271,firefox-developer-edition-i18n-nb-no,61.0b2,2018-05-04T17:49:20.851Z,firefox-developer-edition>=61.0b2,,,
1272,firefox-developer-edition-i18n-ne-np,61.0b2,2018-05-04T17:49:21.543Z,firefox-developer-edition>=61.0b2,,,
1273,firefox-developer-edition-i18n-nl,61.0b2,2018-05-04T17:49:20.141Z,firefox-developer-edition>=61.0b2,,,
1274,firefox-developer-edition-i18n-nn-no,61.0b2,2018-05-04T17:49:20.372Z,firefox-developer-edition>=61.0b2,,,
1275,firefox-developer-edition-i18n-or,61.0b2,2018-05-04T17:49:20.556Z,firefox-developer-edition>=61.0b2,,,
1276,firefox-developer-edition-i18n-pa-in,61.0b2,2018-05-04T17:49:20.623Z,firefox-developer-edition>=61.0b2,,,
1277,firefox-developer-edition-i18n-pl,61.0b2,2018-05-04T17:49:20.253Z,firefox-developer-edition>=61.0b2,,,
1278,firefox-developer-edition-i18n-pt-br,61.0b2,2018-05-04T17:49:21.171Z,firefox-developer-edition>=61.0b2,,,
1279,firefox-developer-edition-i18n-pt-pt,61.0b2,2018-05-04T17:49:19.970Z,firefox-developer-edition>=61.0b2,,,
1280,firefox-developer-edition-i18n-rm,61.0b2,2018-05-04T17:49:20.480Z,firefox-developer-edition>=61.0b2,,,
1281,firefox-developer-edition-i18n-ro,61.0b2,2018-05-04T17:49:20.600Z,firefox-developer-edition>=61.0b2,,,
1282,firefox-developer-edition-i18n-ru,61.0b2,2018-05-04T17:49:20.021Z,firefox-developer-edition>=61.0b2,,,
1283,firefox-developer-edition-i18n-si,61.0b2,2018-05-04T17:49:21.268Z,firefox-developer-edition>=61.0b2,,,
1284,firefox-developer-edition-i18n-sk,61.0b2,2018-05-04T17:49:19.775Z,firefox-developer-edition>=61.0b2,,,
1285,firefox-developer-edition-i18n-sl,61.0b2,2018-05-04T17:49:19.918Z,firefox-developer-edition>=61.0b2,,,
1286,firefox-developer-edition-i18n-son,61.0b2,2018-05-04T17:49:20.500Z,firefox-developer-edition>=61.0b2,,,
1287,firefox-developer-edition-i18n-sq,61.0b2,2018-05-04T17:49:21.481Z,firefox-developer-edition>=61.0b2,,,
1288,firefox-developer-edition-i18n-sr,61.0b2,2018-05-04T17:49:20.779Z,firefox-developer-edition>=61.0b2,,,
1289,firefox-developer-edition-i18n-sv-se,61.0b2,2018-05-04T17:49:19.749Z,firefox-developer-edition>=61.0b2,,,
1290,firefox-developer-edition-i18n-ta,61.0b2,2018-05-04T17:49:20.306Z,firefox-developer-edition>=61.0b2,,,
1291,firefox-developer-edition-i18n-te,61.0b2,2018-05-04T17:49:20.519Z,firefox-developer-edition>=61.0b2,,,
1292,firefox-developer-edition-i18n-th,61.0b2,2018-05-04T17:49:19.854Z,firefox-developer-edition>=61.0b2,,,
1293,firefox-developer-edition-i18n-tr,61.0b2,2018-05-04T17:49:21.282Z,firefox-developer-edition>=61.0b2,,,
